ordem,id,tipo,seccao,ficheiro,duracao_s,transicao_s,inicio_s,fim_s,dominante_s,solo_s,movimento,texto_ecra,tratamento,duracao_original_s,variacao_pct,fonte_imagem,nota
162,f0125,foto,Tiago,21-49-3.jpg,3.93,0.7,511.57,515.5,3.23,2.53,Zoom in,Primeiro aniversário.  O pai faz anos no mesmo dia.,fiel,6.0,-34.6,,
163,f0134,foto,Tiago,21-49-4.jpg,3.7,0.7,514.8,518.5,3.0,2.3,Zoom in,Segundo aniversário,fiel,5.0,-26.0,,
164,f0107,foto,Tiago,21-49-11.jpg,3.7,0.7,517.8,521.5,3.0,2.3,Zoom in,Terceiro aniversário,fiel,5.0,-26.0,,
165,f0151,foto,Tiago,21-49-6.jpg,3.7,0.7,520.8,524.5,3.0,2.3,Zoom in,Em Portugal dos Pequeninos,fiel,5.0,-26.0,,
166,f0152,foto,Tiago,21-49-8.jpg,3.7,0.7,523.8,527.5,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
167,f0106,foto,Tiago,21-49-10.jpg,3.7,0.7,526.8,530.5,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
168,f0108,foto,Tiago,21-49-12.jpg,3.7,0.7,529.8,533.5,3.0,2.3,Zoom in,Adolescência,fundo,5.0,-26.0,,
169,f0109,foto,Tiago,21-49-13 - Cópia - Cópia.JPG,3.7,0.7,532.8,536.5,3.0,2.3,Nenhum,,fiel,5.0,-26.0,,
170,f0111,foto,Tiago,21-49-15.JPG,3.7,0.7,535.8,539.5,3.0,2.3,Zoom in,Adepto  do FCP,fundo,5.0,-26.0,,
171,f0113,foto,Tiago,21-49-18.JPG,3.7,0.7,538.8,542.5,3.0,2.3,Zoom in,Apreciador  de música,fundo,5.0,-26.0,,
172,f0117,foto,Tiago,21-49-21.JPG,3.7,0.7,541.8,545.5,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
173,f0116,foto,Tiago,21-49-20.JPG,4.15,0.7,544.8,548.95,3.45,2.75,Zoom in,De café...  (No Majestic),fiel,7.0,-40.7,,
174,f0280,foto,Tiago,IMG_4601(7).jpg,3.7,0.7,548.25,551.95,3.0,2.3,Zoom in,... De cerveja,fiel,5.0,-26.0,,
175,f0112,foto,Tiago,21-49-16.JPG,4.26,0.7,551.25,555.51,3.56,2.86,Zoom in,É um rapaz ponderado e cedo  aprendeu a fazer contas à vida  (quis ser Economista)...,fundo,7.5,-43.1,,
176,f0114,foto,Tiago,21-49-19.JPG,3.93,0.7,554.81,558.74,3.23,2.53,Zoom in,Mas é  o primeiro  a alinhar  nas brincadeiras,fiel,6.0,-34.6,,
177,f0296,foto,Tiago,Porto (10).JPG,3.7,0.7,558.04,561.74,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
178,f0126,foto,Tiago,21-49-30.JPG,3.93,0.7,561.04,564.97,3.23,2.53,Zoom in,Explicando  que o 1.º rei  de Portugal  não era  Afonso...,fundo,6.0,-34.6,,
179,f0127,foto,Tiago,21-49-31.JPG,0.56,0.0,564.97,565.53,0.56,0.56,Nenhum,Vendo o mundo de pernas p'ró ar,rajada,6.0,-90.6,,
180,f0128,foto,Tiago,21-49-32.JPG,0.56,0.0,565.53,566.09,0.56,0.56,Nenhum,,rajada,5.0,-88.8,,
181,f0132,foto,Tiago,21-49-38.JPG,0.56,0.0,566.09,566.65,0.56,0.56,Nenhum,,rajada,5.0,-88.8,,
182,f0306,foto,Tiago,WP_20150912_18_28_43_Pro.jpg,0.56,0.0,566.65,567.21,0.56,0.56,Nenhum,,rajada,4.0,-85.9,,
183,f0129,foto,Tiago,21-49-33.JPG,0.56,0.0,567.21,567.77,0.56,0.56,Nenhum,,rajada,5.0,-88.8,,
184,f0118,foto,Tiago,21-49-22.JPG,3.93,0.7,567.07,571.0,3.23,2.53,Zoom in,Com o irmão na praxe do... pai.,fiel,6.0,-34.6,,
185,f0119,foto,Tiago,21-49-23.JPG,3.93,0.7,570.3,574.23,3.23,2.53,Zoom in,Desejando boa sorte ao pai  Finalista,fiel,6.0,-34.6,,
186,f0120,foto,Tiago,21-49-24.JPG,3.7,0.7,573.53,577.23,3.0,2.3,Zoom in,Numa noite de chuva,fiel,5.0,-26.0,,
187,f0121,foto,Tiago,21-49-26.JPG,4.15,0.7,576.53,580.68,3.45,2.75,Nenhum,Com a família paterna,fiel,7.0,-40.7,,
188,f0122,foto,Tiago,21-49-27.JPG,3.7,0.7,579.98,583.68,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
189,f0123,foto,Tiago,21-49-28.JPG,3.7,0.7,582.98,586.68,3.0,2.3,Zoom in,Com o Marco,fiel,5.0,-26.0,,
190,f0130,foto,Tiago,21-49-34.JPG,3.7,0.7,585.98,589.68,3.0,2.3,Zoom in,No casamento  da mãe,fundo,5.0,-26.0,,
191,f0131,foto,Tiago,21-49-36.JPG,3.7,0.7,588.98,592.68,3.0,2.3,Zoom in,"Com a  primeira  sobrinha,  Matilde.",fundo,5.0,-26.0,,
192,f0282,foto,Tiago,IMG_6240.jpeg,3.7,0.7,591.98,595.68,3.0,2.3,Zoom in,E com o  Miguel,fundo,5.0,-26.0,,
193,f0135,foto,Tiago,21-49-40.JPG,3.7,0.7,594.98,598.68,3.0,2.3,Zoom in,Ensaiando uma coreografia  com o irmão,fiel,5.0,-26.0,,
194,f0136,foto,Tiago,21-49-41.JPG,3.7,0.7,597.98,601.68,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
195,f0137,foto,Tiago,21-49-42.JPG,3.7,0.7,600.98,604.68,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
196,f0138,foto,Tiago,21-49-43.JPG,3.7,0.7,603.98,607.68,3.0,2.3,Zoom in,Na Assembleia da República,fiel,5.0,-26.0,,
197,f0257,foto,Tiago,IMG_0588.JPG,3.7,0.7,606.98,610.68,3.0,2.3,Zoom in,Um dos vários desportos que gosta de praticar,fundo,5.0,-26.0,,
198,f0140,foto,Tiago,21-49-45.jpeg,3.7,0.7,609.98,613.68,3.0,2.3,Zoom in,O maratonista,fundo,5.0,-26.0,,
199,f0256,foto,Tiago,IMG-20260614-WA0013.jpg,3.93,0.7,612.98,616.91,3.23,2.53,Zoom in,,fundo,6.0,-34.6,,
200,f0141,foto,Tiago,21-49-46.jpg,3.93,0.7,616.21,620.14,3.23,2.53,Zoom in,O canoísta,fiel,6.0,-34.6,,
201,f0142,foto,Tiago,21-49-47.jpeg,3.7,0.7,619.44,623.14,3.0,2.3,Zoom in,O pacifista,fundo,5.0,-26.0,,
202,f0139,foto,Tiago,21-49-44.JPG,3.7,0.7,622.44,626.14,3.0,2.3,Zoom in,Look à Top Gun,fiel,5.0,-26.0,,
203,f0143,foto,Tiago,21-49-51.jpg,3.7,0.7,625.44,629.14,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
204,f0124,foto,Tiago,21-49-29.JPG,3.7,0.7,628.44,632.14,3.0,2.3,Zoom in,Pilotando um helicóptero,fiel,5.0,-26.0,,
205,f0133,foto,Tiago,21-49-39.JPG,3.7,0.7,631.44,635.14,3.0,2.3,Nenhum,Pilotando um trenó,fiel,5.0,-26.0,,
206,f0049,foto,Tiago,20170521_162505.jpg,3.7,0.7,634.44,638.14,3.0,2.3,Zoom in,Na Régua,fiel,5.0,-26.0,,
207,f0263,foto,Tiago,IMG_3216.JPG,3.7,0.7,637.44,641.14,3.0,2.3,Zoom in,Em Nova York,fundo,5.0,-26.0,,
208,f0264,foto,Tiago,IMG_3461.JPG,3.7,0.7,640.44,644.14,3.0,2.3,Zoom in,,fiel,4.0,-7.5,,
209,f0265,foto,Tiago,IMG_3540.JPG,3.7,0.7,643.44,647.14,3.0,2.3,Zoom in,Na Croácia  .,fiel,5.0,-26.0,,
210,f0266,foto,Tiago,IMG_3547.JPG,3.7,0.7,646.44,650.14,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
211,f0267,foto,Tiago,IMG_3576.JPG,3.7,0.7,649.44,653.14,3.0,2.3,Nenhum,Captando o pôr-de-sol,fiel,5.0,-26.0,,
212,f0277,foto,Tiago,IMG_4517.JPG,3.7,0.7,652.44,656.14,3.0,2.3,Zoom in,,fiel,4.0,-7.5,,
213,f0251,foto,Tiago,DSCN7849.JPG,3.93,0.7,655.44,659.37,3.23,2.53,Zoom in,"Em Zagreb, no estádio Maksimir.  .",fiel,6.0,-34.6,,
214,f0278,foto,Tiago,IMG_4541.JPG,4.15,0.7,658.67,662.82,3.45,2.75,Zoom in,"Em  Londres, no Museu Madame Tussauds,  com Bolt.",fundo,7.0,-40.7,,
215,f0279,foto,Tiago,IMG_4542.JPG,3.93,0.7,662.12,666.05,3.23,2.53,Zoom in,E com  Ronaldo,fundo,6.0,-34.6,,
216,f0287,foto,Tiago,IMG_8450.jpeg,3.93,0.7,665.35,669.28,3.23,2.53,Zoom in,"Em  Buenos Aires, no  Bairro  La Boca.",fundo,6.0,-34.6,,
217,f0295,foto,Tiago,IMG_9648.jpeg,3.93,0.7,668.58,672.51,3.23,2.53,Zoom in,"Empurrando um glaciar (Perito Moreno, na Argentina)",fiel,6.0,-34.6,,
218,f0034,foto,Tiago,1200.jpg,3.93,0.7,671.81,675.74,3.23,2.53,Zoom in,Com o Henrique no Parque Guell,fiel,6.0,-34.6,,
219,,cartao,Colegas de trabalho (dele),,3.7,0.7,675.04,678.74,3.0,2.3,,Colegas de trabalho,fiel,5.0,-26.0,,
220,f0254,foto,Colegas de trabalho (dele),IMG-20250305-WA0113.jpg,0.56,0.0,678.74,679.3,0.56,0.56,Nenhum,,rajada,7.0,-92.0,,
221,f0255,foto,Colegas de trabalho (dele),IMG-20260513-WA0016.jpg,0.56,0.0,679.3,679.86,0.56,0.56,Nenhum,,rajada,6.0,-90.6,,
222,f0171,foto,Colegas de trabalho (dele),6-4.jpg,0.56,0.0,679.86,680.42,0.56,0.56,Nenhum,,rajada,9.0,-93.8,,
223,f0253,foto,Colegas de trabalho (dele),IMG-20221118-WA0013.jpg,0.56,0.0,680.42,680.98,0.56,0.56,Nenhum,,rajada,7.0,-92.0,,
224,f0144,foto,Colegas de trabalho (dele),21-49-52.JPG,4.15,0.7,680.28,684.43,3.45,2.75,Zoom in,Com a mãe no cortejo da Queima das  Fitas,fiel,7.0,-40.7,,
225,f0145,foto,Colegas de trabalho (dele),21-49-53.jpg,3.7,0.7,683.73,687.43,3.0,2.3,Nenhum,Com a mãe e com a avó,fiel,5.0,-26.0,,
226,f0148,foto,Colegas de trabalho (dele),21-49-56.jpg,3.93,0.7,686.73,690.66,3.23,2.53,Zoom in,,fiel,6.0,-34.6,,
227,f0146,foto,Colegas de trabalho (dele),21-49-54.jpg,3.7,0.7,689.96,693.66,3.0,2.3,Zoom in,E com a Sky,fiel,5.0,-26.0,,
228,f0147,foto,Colegas de trabalho (dele),21-49-55.jpg,3.7,0.7,692.96,696.66,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
229,f0149,foto,Colegas de trabalho (dele),21-49-57.jpg,3.7,0.7,695.96,699.66,3.0,2.3,Zoom in,,fiel,4.0,-7.5,,
230,,cartao,O encontro,,4.38,0.7,698.96,703.34,3.68,2.98,,Em 2011  a Clara e o Tiago  conheceram-se. E nunca mais  se largaram.,fiel,8.0,-45.3,,
231,f0239,foto,O encontro,A Happy Year (16).jpg,3.7,0.7,702.64,706.34,3.0,2.3,Nenhum,,fiel,5.0,-26.0,,
232,f0155,foto,O encontro,21-50.JPG,4.15,0.7,705.64,709.79,3.45,2.75,Zoom in,"Na Escola Secundária, com 16 anos.",fiel,7.0,-40.7,,
233,f0038,foto,O encontro,185.JPG,3.7,0.7,709.09,712.79,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
234,f0156,foto,O encontro,21-51.JPG,4.15,0.7,712.09,716.24,3.45,2.75,Zoom in,Na aula de Biologia,fiel,7.0,-40.7,,
235,f0157,foto,O encontro,21-52.JPG,4.15,0.7,715.54,719.69,3.45,2.75,Zoom in,Festa dos 17 anos da Clara,fundo,7.0,-40.7,,
236,f0158,foto,O encontro,21-53.JPG,4.15,0.7,718.99,723.14,3.45,2.75,Zoom in,,fiel,7.0,-40.7,,
237,f0160,foto,O encontro,21-60.jpg,4.15,0.7,722.44,726.59,3.45,2.75,Zoom in,Com 20 anos,fundo,7.0,-40.7,,
238,f0150,foto,O encontro,21-49-58.JPG,4.15,0.7,725.89,730.04,3.45,2.75,Zoom in,L'amour,fundo,7.0,-40.7,,
239,f0164,foto,O encontro,22-2.JPG,3.7,0.7,729.34,733.04,3.0,2.3,Zoom in,E le glamour,fiel,5.0,-26.0,,"corrida duvidosa: relacao mas repetitiva, decidir se vai a rajada"
240,f0165,foto,O encontro,22-5.JPG,3.7,0.7,732.34,736.04,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,"corrida duvidosa: relacao mas repetitiva, decidir se vai a rajada"
241,f0188,foto,O encontro,82-1.JPG,3.7,0.7,735.34,739.04,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,"corrida duvidosa: relacao mas repetitiva, decidir se vai a rajada"
242,f0050,foto,O encontro,20170805181124.jpg,3.7,0.7,738.34,742.04,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,"corrida duvidosa: relacao mas repetitiva, decidir se vai a rajada"
243,f0293,foto,O encontro,IMG_9283 (1).jpg,3.7,0.7,741.34,745.04,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,"corrida duvidosa: relacao mas repetitiva, decidir se vai a rajada"
244,f0246,foto,O encontro,DSC07594.JPG,3.7,0.7,744.34,748.04,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,"corrida duvidosa: relacao mas repetitiva, decidir se vai a rajada"
245,f0244,foto,O encontro,DSC00093.JPG,3.7,0.7,747.34,751.04,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,"corrida duvidosa: relacao mas repetitiva, decidir se vai a rajada"
246,f0189,foto,O encontro,82-10.jpg,3.7,0.7,750.34,754.04,3.0,2.3,Zoom in,Em Veneza,fiel,5.0,-26.0,,
247,f0192,foto,O encontro,82-2.jpg,3.7,0.7,753.34,757.04,3.0,2.3,Zoom in,"Em Londres,  2018.",fiel,5.0,-26.0,,
248,f0199,foto,O encontro,82-37.jpeg,3.7,0.7,756.34,760.04,3.0,2.3,Zoom in,"Em Londres,  2025.",fundo,5.0,-26.0,,
249,f0195,foto,O encontro,82-3.JPG,3.7,0.7,759.34,763.04,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
250,f0187,foto,O encontro,82 - Cópia.jpg,4.15,0.7,762.34,766.49,3.45,2.75,Zoom in,Em Barcelona.  Escutando as explicações  sobre a obra de Gaudi.,fiel,7.0,-40.7,,
251,f0194,foto,O encontro,82-27.jpeg,3.7,0.7,765.79,769.49,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
252,f0206,foto,O encontro,82-53.JPG,3.7,0.7,768.79,772.49,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
253,f0292,foto,O encontro,IMG_9097.JPG,3.93,0.7,771.79,775.72,3.23,2.53,Nenhum,No Gerês,fiel,6.0,-34.6,,
254,f0288,foto,O encontro,IMG_8594.jpeg,3.7,0.7,775.02,778.72,3.0,2.3,Zoom in,Na Argentina. Junto às Cataratas do  Iguaçú;,fiel,5.0,-26.0,,
255,f0291,foto,O encontro,IMG_9062.jpeg,3.7,0.7,778.02,781.72,3.0,2.3,Zoom in,"Na Patagónia, junto  a uma colónia de pinguins.",fundo,5.0,-26.0,,
256,f0289,foto,O encontro,IMG_8848.jpeg,3.7,0.7,781.02,784.72,3.0,2.3,Zoom in,Em Ushuaia,fiel,5.0,-26.0,,
257,f0286,foto,O encontro,IMG_8145.jpeg,3.93,0.7,784.02,787.95,3.23,2.53,Zoom in,No estádio do Boca Juniors,fiel,6.0,-34.6,,
258,f0048,foto,O encontro,20170204_200730.jpg,3.93,0.7,787.25,791.18,3.23,2.53,Zoom in,"Em comum, também tinham a  paixão pelo FCP.",fiel,6.0,-34.6,,
259,f0261,foto,O encontro,IMG_2523.jpeg,3.7,0.7,790.48,794.18,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
260,f0297,foto,O encontro,Scanner_20260606 (17).jpg,3.93,0.7,793.48,797.41,3.23,2.53,Zoom in,E pelo futebol em geral,fiel,6.0,-34.6,,
261,f0200,foto,O encontro,82-4.jpg,3.7,0.7,796.71,800.41,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
262,f0191,foto,O encontro,82-11.jpeg,3.93,0.7,799.71,803.64,3.23,2.53,Zoom in,E o fétiche por óculos...,fundo,6.0,-34.6,,
263,f0190,foto,O encontro,82-11-1.jpg,3.7,0.7,802.94,806.64,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
264,f0269,foto,O encontro,IMG_4073.JPG,3.7,0.7,805.94,809.64,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
265,f0248,foto,O encontro,DSC_0041.JPG,4.15,0.7,808.94,813.09,3.45,2.75,Nenhum,"Imposição de Insígnias. ""Tiago, não batas,  ela só fala na presença  do seu Advogado...""",fiel,7.0,-40.7,,
266,f0308,foto,,2016_Clara_impoe_insignias_tiago.jpg,5.0,0.7,812.39,817.39,4.3,3.6,Zoom in,"2016, ela impoe as insignias a ele",fiel,,,,encadeamento 2: As insignias trocadas
267,f0357,foto,,2016_Familia_Tiago_imposicao_insignias.jpg,4.2,0.7,816.69,820.89,3.5,2.8,Zoom in,,fiel,,,,encadeamento 2: As insignias trocadas
268,f0166,foto,O encontro,30Abril18_125.jpg,3.93,0.7,820.19,824.12,3.23,2.53,Zoom in,No Baile  de Finalistas,fundo,6.0,-34.6,,
269,,cartao,Cumplicidades,,4.15,0.7,823.42,827.57,3.45,2.75,,Cumplicidades,fiel,7.0,-40.7,,
270,f0204,foto,Cumplicidades,82-48.JPG,3.7,0.7,826.87,830.57,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
271,f0203,foto,Cumplicidades,82-46.JPG,3.7,0.7,829.87,833.57,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
272,f0197,foto,Cumplicidades,82-32.JPG,3.7,0.7,832.87,836.57,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
273,f0210,foto,Cumplicidades,82-9.jpg,3.93,0.7,835.87,839.8,3.23,2.53,Zoom in,,fundo,6.0,-34.6,,
274,f0196,foto,Cumplicidades,82-31.JPG,3.7,0.7,839.1,842.8,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
275,f0201,foto,Cumplicidades,82-41.JPG,3.7,0.7,842.1,845.8,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
276,f0209,foto,Cumplicidades,82-7.jpg,3.7,0.7,845.1,848.8,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
277,f0035,foto,Cumplicidades,182-73.JPG,3.7,0.7,848.1,851.8,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
278,f0037,foto,Cumplicidades,182-76.JPG,3.7,0.7,851.1,854.8,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
279,f0208,foto,Cumplicidades,82-6.jpg,3.7,0.7,854.1,857.8,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
280,f0276,foto,Cumplicidades,IMG_4490 (3).jpg,3.7,0.7,857.1,860.8,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
281,f0271,foto,Cumplicidades,IMG_4277 (3) (1).jpg,3.7,0.7,860.1,863.8,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
282,f0193,foto,Cumplicidades,82-25- -2022.JPG,3.7,0.7,863.1,866.8,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
283,f0198,foto,Cumplicidades,82-36.JPG,3.7,0.7,866.1,869.8,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
284,f0202,foto,Cumplicidades,82-43.JPG,3.7,0.7,869.1,872.8,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
285,f0207,foto,Cumplicidades,82-59.JPG,3.7,0.7,872.1,875.8,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
286,f0036,foto,Cumplicidades,182-74.JPG,3.7,0.7,875.1,878.8,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
287,f0243,foto,Cumplicidades,DSC00075.JPG,3.93,0.7,878.1,882.03,3.23,2.53,Zoom in,,fiel,6.0,-34.6,,
288,f0275,foto,Cumplicidades,IMG_4490 (16).jpg,3.7,0.7,881.33,885.03,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
289,f0273,foto,Cumplicidades,IMG_4425.JPG,3.93,0.7,884.33,888.26,3.23,2.53,Zoom in,,fundo,6.0,-34.6,,
290,f0205,foto,Cumplicidades,82-50.JPG,4.38,0.7,887.56,891.94,3.68,2.98,Zoom in,"-És uma workaholic, não és? -Agora não posso responder,   tenho que mandar um e-mail de   trabalho!",fiel,8.0,-45.3,,
291,f0252,foto,Cumplicidades,Fotos Joana (69).JPG,4.83,0.7,891.24,896.07,4.13,3.43,Zoom in,Festa  dos  18 anos  da  Clara,fundo,10.0,-51.7,,
292,f0249,foto,Cumplicidades,DSC_7700.JPG,4.6,0.7,895.37,899.97,3.9,3.2,Nenhum,Na festa dos 18 anos do Henrique,fiel,9.0,-48.8,,
293,f0019,foto,Cumplicidades,1021.jpg,4.83,0.7,899.27,904.1,4.13,3.43,Zoom in,"Festa de aniversário da Clara, estava  a festa a decorrer e ela saiu porque  tinha de ir a Lisboa, em trabalho.",fiel,10.0,-51.7,,
294,f0018,foto,Cumplicidades,1021-1.jpg,4.6,0.7,903.4,908.0,3.9,3.2,Zoom in,"Os lenços brancos da despedida, depois  de ter abandonado os convidados...",fundo,9.0,-48.8,,
295,f0283,foto,Cumplicidades,IMG_6442.JPG,3.93,0.7,907.3,911.23,3.23,2.53,Zoom in,"Com o Henrique, em Barcelona.",fiel,6.0,-34.6,,
296,f0051,foto,Cumplicidades,20250608_224334 - Cópia.jpg,3.93,0.7,910.53,914.46,3.23,2.53,Zoom in,Jogo do Campeonato  da Europa,fiel,6.0,-34.6,,
297,f0020,foto,Cumplicidades,1031.JPG,4.6,0.7,913.76,918.36,3.9,3.2,Zoom in,No Santuário do Bom Jesus de Braga,fiel,9.0,-48.8,,
298,f0347,foto,,2025_Pedido_casamento_clara_1.jpg,4.2,0.7,917.66,921.86,3.5,2.8,Zoom in,"2025, o pedido",fiel,,,,"encadeamento 3: O pedido de casamento, que hoje nao se ve"
299,f0348,foto,,2025_Pedido_casamento_clara_2.jpg,3.8,0.7,921.16,924.96,3.1,2.4,Zoom in,,fundo,,,,"encadeamento 3: O pedido de casamento, que hoje nao se ve"
300,f0349,foto,,2025_Pedido_casamento_clara_3.jpg,3.8,0.7,924.26,928.06,3.1,2.4,Zoom in,,fundo,,,,"encadeamento 3: O pedido de casamento, que hoje nao se ve"
301,f0350,foto,,2025_Pedido_casamento_clara_4.jpg,4.2,0.7,927.36,931.56,3.5,2.8,Zoom in,,fiel,,,,"encadeamento 3: O pedido de casamento, que hoje nao se ve"
302,f0052,foto,Cumplicidades,20260101_011410.jpg,4.83,0.7,930.86,935.69,4.13,3.43,Zoom in,"Primeiros minutos de 2026, quando foi  anunciado o noivado.",fundo,10.0,-51.7,,
303,f0053,foto,Cumplicidades,20260101_011607.jpg,4.15,0.7,934.99,939.14,3.45,2.75,Zoom in,,fiel,7.0,-40.7,,
304,f0260,foto,Cumplicidades,IMG_2067.jpeg,3.7,0.7,938.44,942.14,3.0,2.3,Zoom in,,fundo,4.0,-7.5,,
305,f0304,foto,Cumplicidades,WhatsApp Image 2026-08-21 at 16.10.19.jpeg,4.15,0.7,941.44,945.59,3.45,2.75,Zoom in,"Voo de despedida de solteira, deixaram- na sonhar com uma condução a sério.",fundo,7.0,-40.7,,
306,f0305,foto,Cumplicidades,WhatsApp Image 2026-08-22 at 11.12.02.jpeg,3.7,0.7,944.89,948.59,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
307,f0302,foto,Cumplicidades,WhatsApp Image 2026-03-01 at 13.30.02.jpeg,5.39,0.7,947.89,953.28,4.69,3.99,Nenhum,,fiel,12.5,-56.8,,
308,,cartao,The End,,4.15,0.7,952.58,956.73,3.45,2.75,,The End (To be continued...),fiel,7.0,-40.7,,
